IFS_code;Country;Year;totimp;impfrau;impfrbe;impfrbelu;impfrfi;impfrfr;impfrgr;impfrgc;impfrir;impfrit;impfrnt;impfrpo;impfrsp;impfras;impfrca;impfrde;impfrja;impfrnz;impfrno;impfrsw;impfrsz;impfruk;impfrus;impfrch;impfrbr;impfrme;impfreger;totexp;exptoau;exptobe;exptobelu;exptofi;exptofr;exptoge;exptogr;exptoir;exptoit;exptont;exptopo;exptosp;exptoas;exptoca;exptode;exptoja;exptonz;exptono;exptosw;exptosz;exptouk;exptous;exptoch;exptobr;exptomex;exptoeger;impfrko;exptoko;Nominal GDP;Real GDP
193;Australia;19601;;8.359999999999999;;28.05;10.89;42.02;153.23;.88;.22;40.04;41.25;2.75;6.05;;101.53;5.83;151.25;41.69;10.78;40.59;32.23;867.46;475.09;11.55;7.26;4.07;2.64;;3.7;;51.4;.5;121.6;66.8;2.7;5.2;97.2;9.5;3.1;.4;;36.1;1.9;313.2;133.4;1.4;5.2;4.8;555.1;136;23.5;;13.7;3.2;;7;17313;67915
193;Australia;19602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19603;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19604;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19611;;10.34;;20.13;11.88;30.58;137.5;.99;.22;33.99;41.03;2.53;6.16;;86.45999999999999;6.27;120.67;36.08;9.789999999999999;41.47;33.88;712.03;460.35;7.81;1.76;4.51;1.98;;3.7;;51.3;.6;125;68.09999999999999;3.4;6.4;115.5;14.5;2.2;15;;35.6;.9;420.7;137.8;3.8;4.8;4.2;469.4;216.3;161.4;.3;8.9;1.6;.33;3.5;17473;70022
193;Australia;19612;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19613;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19621;;9.02;;17.27;13.64;35.64;142.01;1.32;.22;44.77;32.67;3.19;6.49;;109.12;6.93;149.49;35.31;8.69;44.66;34.87;759.66;521.73;12.32;3.3;5.06;2.09;;2.6;;53.5;.5;113.3;82.40000000000001;3.9;3.8;109.8;18.7;1.7;26.9;;41;1.6;389.8;136.9;4.4;4.8;2.6;455.6;291.6;97.8;.7;11.1;.4;.44;5.7;18551;71491
193;Australia;19622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19623;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19624;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19631;;8.58;;17.71;14.41;46.97;154.77;1.54;.22;49.72;37.73;3.74;4.62;;106.7;11.55;173.47;54.23;9.24;48.29;34.1;792;583.11;16.5;4.4;5.28;2.31;;4.4;;53.8;.6;137.9;87.90000000000001;3.1;5.7;110;14.6;2.5;10;;52.5;2;483.3;178.7;7;7.2;2.1;501.3;320.2;202.1;.8;11.5;.4;.44;6.7;20250;76496
193;Australia;19632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19633;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19634;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19641;;8.91;;22.77;18.26;62.81;178.09;1.87;.55;57.64;41.36;3.74;6.71;;137.72;8.140000000000001;251.46;57.53;10.12;61.27;41.58;872.41;797.9400000000001;25.3;6.6;5.5;3.63;;3.9;;72.7;.8;134.1;102.3;10.4;4.9;107.5;22.3;2.7;11.1;;51.5;2.2;527.4;180.6;8;7.9;3.1;605.8;286.9;153.1;.6;20;3;.66;4.5;22238;80155
193;Australia;19642;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19643;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19644;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19651;;11.11;;31.57;20.13;99.22;203.94;1.98;1.1;62.04;49.83;3.85;9.460000000000001;;149.16;8.029999999999999;361.46;55.99;12.54;57.64;48.62;981.2000000000001;864.38;29.37;5.61;4.18;13.97;;3.4;;57.6;.8;127.8;99.90000000000001;14.6;2.7;105.5;39.3;2.4;10.7;;41.6;3.9;495.2;188.3;6.8;10.1;5.3;524.6;327.4;164.6;.9;20.4;3.2;1.65;4.6;23908;85704
193;Australia;19652;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19661;;10.12;;21.01;17.49;110.88;201.08;2.64;1.43;61.71;49.17;2.97;8.029999999999999;;124.96;8.69;331.21;56.21;11.55;65.01000000000001;51.04;884.84;904.42;29.04;5.06;5.72;4.95;;3.4;;59.3;1.5;131.9;99.90000000000001;8.1;6.6;143.6;29.6;2.4;17.4;;55.2;2.6;585.9;198.8;4.5;9.699999999999999;4.7;490.2;412.1;83.5;1;14.8;3.1;1.87;6.8;25581;86750
193;Australia;19662;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19671;;9.68;;25.19;20.24;110.11;217.36;5.06;2.09;78.09999999999999;62.59;3.41;8.58;;154.77;9.24;399.3;66;12.87;59.73;54.34;862.9500000000001;990.11;30.58;4.73;6.16;3.41;;1.6;;59.7;2.1;101.9;91.3;6;3.9;113.3;57;2.6;12.5;;58;3.5;702.6;181.1;15.5;8;3.9;445.3;416.9;194.4;13.1;18.6;.6;1.98;9.6;28317;94572
193;Australia;19672;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19674;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19681;;9.57;;24.42;18.59;99.11;238.59;3.41;3.19;97.24;59.07;4.29;10.45;;198.44;10.45;465.74;87.23;17.71;69.08;60.94;950.29;1136.08;33.55;6.6;6.71;4.29;;1.5;;46.5;2.9;109.8;112.1;4.9;3.6;104;41.1;3.1;9.9;;71.09999999999999;3;800.1;175.9;6.7;9.4;3.2;500.9;502.1;89.09999999999999;1;17.5;1.4;2.2;12;30891;96182
193;Australia;19682;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19683;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19684;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19691;;10.19;;27.54;20.33;78.19;280.66;4.52;5.03;92.27;68.42;3.83;13.76;;175.13;12.28;554.06;91.43000000000001;13.57;65.37000000000001;64.39;977.3;1110.63;38.05;7.4;5.13;4.52;;3.6;;46.59;4.17;133.22;114.79;6.51;2.97;132.1;74.08;4.13;18.08;;86.47;3.48;1064.3;192.26;10.48;9.310000000000001;4.44;501.13;580.21;119.11;1.36;16.2;1.36;2.84;13.93;34716;104251
193;Australia;19692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19701;;13.36;;37.55;24.28;90.11;344.18;13.33;6.81;105.19;87.97;3.87;19.49;;196.01;14.95;634.97;117.6;12.5;79.73;80.05;1060.7;1271.11;39.03;9.9;5.3;5.46;;.54;;49.74;4.86;115.89;127.82;15.11;4.26;92.61;65.38;4.64;14.95;;135.2;4.14;1253.95;256.79;7.11;11.48;4.18;544.85;612.43;129.28;2.57;13.37;5.66;4.72;13.3;38598;112869
193;Australia;19702;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19711;;16.86;;33.94;21.62;89.74;372.5;6.07;7.58;105.55;80.42;4.81;21.87;;197.3;15.43;803.71;129.86;13.36;94.61;87.5;1120.26;1135.2;44.94;14.58;2.86;5.15;;1.21;;45.44;7.21;125.94;155.56;28.36;4.81;85.42;75.15000000000001;2.77;14.43;;135.1;4.36;1454.05;283.81;13.76;14.31;6.84;509.35;633.7000000000001;27.36;2.95;9.300000000000001;13.77;8.01;27.41;42663;116841
193;Australia;19712;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19713;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19714;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19721;;16.12;;39.71;26.33;91.18000000000001;365.09;4.97;9.119999999999999;112.9;76.34999999999999;5.78;26.44;;168;18.15;824.65;151.02;15.51;99.81;88.29000000000001;993.72;1073.57;58.83;11.1;4.25;11.11;;4.2;;64.22;15.15;183.12;229.91;27.26;4.37;137.82;84.03;4.37;20.95;;198.21;5.05;1844.51;349.03;15.7;23.66;7.44;643.66;842.47;46.34;6.3;9.359999999999999;15.32;10.09;49.62;46772;119176
193;Australia;19722;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19723;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19724;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19731;;23.14;;72.78;41.8;111.33;548.03;6.3;13.97;168.3;104.27;8.869999999999999;39.85;;236.35;30.99;1342.04;237.66;22.72;146.26;118.46;1241.13;1696.07;94.58;20.86;11.27;6.67;;2.9;;86.43000000000001;16.84;287.43;263.39;44.79;5.77;192.39;106.48;10.06;32.84;;259.77;9.050000000000001;3097.21;570.21;20.95;32.33;24.19;784.24;1165.4;139.05;11.55;15.08;8.69;28.45;86.65000000000001;55231;125675
193;Australia;19732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19733;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19734;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19741;;48.38;;118.26;58.35;177.63;908.83;11.33;22.9;303.23;175.8;15.91;73.06999999999999;;367.29;51.86;2265.01;286.86;37.4;238.75;166.5;1660.65;2550.43;133.34;47.25;16.57;7.71;;3.74;;103.08;3.03;270.96;344.9;30.28;5.07;191.73;139.39;9.99;38.25;;329.7;7.18;3190.5;733.65;12.23;31.27;12.3;657.29;1035.72;321.74;10.77;28.84;10.82;81.34999999999999;113.89;65960;130383
193;Australia;19742;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19743;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19744;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19751;;40.35;;88.86;45.43;211.26;745.9;28.13;18.21;267.73;171.75;15.2;46.19;;255.6;46.19;1935.18;288.01;64.93000000000001;254.62;148.6;1686.71;2243.62;94.59999999999999;37.99;7.9;5.55;;3.45;;105.06;2.82;235.43;398.66;36.08;3.94;215.45;230.61;14.29;78.59;;346.76;6.8;3470.92;606.18;62.66;62.6;10.48;540.55;1210.34;326.33;52.06;31.7;7.3;66.56;167.35;76997;129903
193;Australia;19752;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19761;;34.93;;108.07;64.87000000000001;192.48;798.13;11.11;22.44;282.99;178.52;10.76;53.83;;342.86;43.81;2579.83;392.52;26.62;226.17;144.6;1437.94;2525.3;110.25;50.63;9.82;8.060000000000001;;5.78;;194.24;3.88;307.32;409.5;24.88;6.17;341.39;238.24;7.4;103.43;;330.71;6.86;4464.89;637.77;68.93000000000001;76.54000000000001;12.02;608.13;1219.94;264.32;11.15;17.89;11.04;111.27;188.23;90424;136301
193;Australia;19762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19763;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19764;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19771;;40.44;;116.16;60.83;222.63;931.83;10.8;26.6;361.68;200.15;12.72;57.71;;359.4;46.05;2621.84;425.71;29.24;248.5;150.64;1488.14;2791.33;136.64;48.95;12.45;7.67;;7.92;;155.26;4.65;301.14;449.44;21.55;4.33;342.2;180;10.74;64.84999999999999;;309.34;8.24;4427.52;671.56;44.15;57.04;10.65;565.49;1235.09;461.05;23.72;17.62;11.99;133.2;230.21;100659;138274
193;Australia;19772;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19773;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19774;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19781;;49.28;;124.05;84.51000000000001;248.78;1078.31;12.9;36.46;354.62;225.97;12.55;60.45;;371.47;57.78;2981.98;482.32;35.05;243.17;203.57;1756.57;3460.94;153.45;80.14;9.5;8.93;;7.11;;157.82;5.41;316.83;486.06;23.33;3.92;344.88;214.9;13.92;64.08;;287.42;14.6;4382.12;719.91;42.55;54.1;12.13;570.41;1632.45;483.52;20.23;24.38;4.51;160.59;408.11;111077;140176
193;Australia;19782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19783;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19784;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19791;;48.73;;135.31;113.35;357.38;1336.23;13.4;52.98;497.62;218.94;14.22;67.24;;533.4400000000001;82.94;2837.46;599.25;46.52;331.24;213.19;1934.46;4150.87;182.92;87.89;18.53;10.35;;5.05;;198.54;7.68;368.54;522.37;29.27;5.15;436.87;207.89;37.5;54.61;;351.63;20.48;5196.69;922.26;39.94;82.62000000000001;13.59;824.21;2220.46;776.13;20.61;27.97;13.42;172.24;501.23;127482;148632
193;Australia;19792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19793;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19794;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19801;;55.93;;168.42;145.39;393.62;1353.01;20.47;60.15;564.54;248.12;19.64;75.05;;611.9500000000001;80.70999999999999;3824.83;761.24;51.33;394.07;221.37;2084.09;4877.94;268.53;117.62;22.15;12.66;;4.4;;217.82;6.71;375.34;555.06;17.99;9.16;456.19;271.02;18.21;75.59;;470.39;19.88;5870.99;1043.2;70.28;76.11;19.27;1043.52;2569.66;796.14;42.06;34.43;19.48;217.15;486.45;143819;151132
193;Australia;19802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19811;;55.6;;140.69;152.1;559.66;1436.5;20.29;67.41;515.63;322.91;24.32;87.23;;680.25;90.48;5157.3;853.5;60.23;397.22;208.77;1914.38;6024.4;373.65;163.55;27.29;14.43;;1.97;;161.78;9.59;448.08;481.13;17.28;7.63;448.52;224.9;21.89;78.40000000000001;;428.41;19.82;6136.47;1110.38;22.72;57.43;21.1;747.0700000000001;2438.23;639.03;32.89;42.05;25.19;299.79;768.62;164616;155554
193;Australia;19812;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19813;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19814;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19821;;64.75;;159.64;141.92;654.31;1601.82;22.8;101.06;605.9400000000001;405.66;23.82;77.81;;600.87;86.09;5351.52;803.23;52.42;330.65;239.62;1926.9;5790.93;351.13;170.55;30.77;9.15;;2.23;;128;23.16;488.96;559.73;25.84;1.73;408.51;251.34;35.11;91.92;;346.67;14.83;5703.01;1130.49;110.97;49.15;22.31;965.1;2248.41;837.87;24.1;20.03;19.54;368.53;709.49;183829;159194
193;Australia;19822;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19823;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19824;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19831;;50.49;;131.4;124.66;464.67;1258.91;17.96;95.97;670.65;304.76;18.01;69.86;;415.88;86.40000000000001;4690.69;753.52;52.58;282.21;205.29;1448.15;4691.33;253.09;144.9;29.84;6.77;;2.36;;163.74;30.84;433.19;526.43;31.38;1.91;379.62;269.1;16.02;62.5;;297.64;24.32;5696.67;1120.23;8.539999999999999;28.27;50.98;1146.81;2115.07;392.78;42.09;8.82;29.49;306.12;788.06;199119;155461
193;Australia;19832;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19834;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19841;;70.49;;176.63;157.68;572.4;1533.2;31.95;97.88;718.79;370.68;24.12;108.43;;513.03;113.45;5626.54;963.42;50.19;383.23;323.75;1790.6;5645.2;344.46;228.39;36.09;9.17;;10.71;;163.21;15.48;519.77;718.56;28.62;2.79;438.11;404.17;23.25;104.15;;262.35;32.16;6150.01;1406.13;9.210000000000001;37.81;42.42;889.23;2645.78;735.79;57.6;40.45;40.79;422.92;861.63;224755;166203
193;Australia;19842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19843;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19851;;79.31999999999999;;198.56;159.15;527.58;1764.39;32.96;117.51;812.51;302.92;26.11;119.53;;517.42;120.24;5973.51;1052.09;55.32;480.13;275.39;1817.83;5773.67;321.37;195.74;47.92;7.48;;19.72;;153.81;30.31;474.21;583.83;55.96;5.28;474.99;279.73;47.75;146.83;;251.2;87.55;6295.03;1062.09;10.57;59.27;32.7;777.77;2343.88;864.75;82.84;63.28;15.49;392.58;861.52;249423;173162
193;Australia;19852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19861;;101.34;;222.34;168.7;593.16;2116.04;37.77;114.26;803.53;313.68;22.42;109.81;;523.86;129.69;5883.12;1010.16;56.98;474;340.32;1971.99;5759.02;366.24;180.02;42.49;7.06;;6.18;;183.95;33.15;539.84;673.91;33.46;3.28;490.84;329.92;20.62;162.42;;371.71;90.84;6065.43;1031.28;15.53;73.34;106.49;818.91;2389.04;1064.95;72.37000000000001;23.94;13.79;509.25;928.35;271411;180097
193;Australia;19862;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19863;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19864;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19871;;114.08;;249.03;213.36;642.75;2150.82;44.17;153.91;952.39;432.01;27.66;118.82;;605.85;142.53;5853.48;1220.78;103.33;559.65;402;2145.05;6362.45;528;186.93;42.62;11.86;;11.03;;207.14;40.88;681.09;756.84;31.03;5.2;609.17;436.25;29.19;206.03;;435.98;80.99;6791.45;1510.9;19.14;81.45;289.45;1141.5;3001;1070.6;94.45999999999999;29.95;16.51;765.83;1078.54;305325;185028
193;Australia;19872;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19881;;135.57;;285.49;277.16;911.08;2464.08;35.73;167.92;1123.69;533.33;45.91;174.03;;832.53;163.07;7384.45;1608.98;155.97;687.81;431.14;2713.92;7950.9;764.02;305.78;58.06;14.33;;6.42;;302.96;73.69;755.74;839.86;59.59;4.9;894.65;508.36;36.39;167.67;;605.51;48.56;8880.51;1630.45;19.15;106.78;181.77;1166.91;3507.5;866.15;103.63;48.23;30.19;954.81;1545.18;345424;196059
193;Australia;19882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19883;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19884;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19891;;165.138194357474;;376.992275986132;300.3883388633121;1110.49667185457;2846.11994081511;76.89071130789533;156.519998961303;1368.06891631398;480.738299294912;54.92230151750852;203.410673126179;;1078.04993764282;199.052916929577;9151.899523844208;1827.94916212997;190.1418835305609;785.7412076986577;471.8073733696608;3063.550432699018;10186.9171191134;1068.89041181477;368.2696427106731;85.17751675634166;15.2061060217764;;12.0354371325687;;298.93072468836;84.75010756400266;751.0704976775177;913.1582955703947;48.52313158341642;10.7643032246649;807.373210557901;634.3132076854008;38.25284492783379;200.042909576432;;486.5043007465382;62.9133048419126;9761.346723111526;1890.09181109097;18.88120108735118;102.655461474772;435.430643231829;1323.0261902711;3952.64724123441;936.5614392084301;81.79777191772274;30.3252151133417;27.9659897963257;1174.87465298442;1893.08274617602;388582;202971
193;Australia;19892;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19893;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19894;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19901;;183.5074397281589;;375.304455716035;272.1788578114241;1188.182285968;2825.26325743113;49.99720432312107;148.130770281005;1289.41804114559;478.6067244817557;47.54286917071253;185.774527708959;;891.3457805708952;204.789255465425;8038.32581607165;1886.83972280248;149.182576670784;740.5891985980768;549.5884242420459;2971.597569182062;10366.9308964926;1146.63117509201;263.917279706218;81.46660809899024;;;21.1354315125635;;383.7541286009359;64.11431258910562;596.7322781104955;871.342791729051;31.7727480174595;10.302189884021;744.9695806818113;841.4760355586632;35.9160266160115;148.325020180396;;651.3803802304454;66.7063680966625;10232.357671211;1952.31685883858;24.5037086288901;89.26446024610742;815.1612828601265;1402.01177952286;4283.077423850151;958.7393036932933;81.97420686892247;90.06849988570868;;1027.44228350281;2212.58721153103;413313;210087
193;Australia;19902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Australia;19903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
