IFS_code;Country;Year;totimp;impfrau;impfrbe;impfrbelu;impfrfi;impfrfr;impfrgr;impfrgc;impfrir;impfrit;impfrnt;impfrpo;impfrsp;impfras;impfrca;impfrde;impfrja;impfrnz;impfrno;impfrsw;impfrsz;impfruk;impfrus;impfrch;impfrbr;impfrme;impfreger;totexp;exptoau;exptobe;exptobelu;exptofi;exptofr;exptoge;exptogr;exptoir;exptoit;exptont;exptopo;exptosp;exptoas;exptoca;exptode;exptoja;exptonz;exptono;exptosw;exptosz;exptouk;exptous;exptoch;exptobr;exptomex;exptoeger;impfrko;exptoko;Nominal GDP;Real GDP
156;Canada;19793;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19794;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19801;67104.8;89.7;;234.5;62.6;720.8;1356.8;21.3;93.7;572.3;248;48.6;175.4;477;;112.3;2622.2;137.9;75.40000000000001;389;489.7;1849.9;45321.4;145.4;325.7;324.7;8.9;67733.1;60.2;;831.6;118.6;862.9;1388.4;105.8;96.5;848.3;1213;83.2;198.9;575.9;;74.59999999999999;3750.5;95.5;287.7;219.9;331.3;2713.1;41068.2;742;736.3;419.3;4.2;389.8;354.7;322748;209975
156;Canada;19802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19811;74789.7;83;;272.3;89.3;775.1;1479.2;49.6;107.9;638.3;282.5;48.1;214;456;;146.9;3705.2;133.4;155.5;408.3;392.4;2031.8;49746.9;201.6;393.9;876.4;11.5;72727.4;47.7;;677.2000000000001;83.59999999999999;785.8;1077.9;60.7;114.3;737.7000000000001;961.6;75.2;170.9;677.9;;77.59999999999999;3647.1;116.2;357.4;187.8;225;2753.5;46454.3;776.3;607.3;609.3;2.5;557;369.6;368358;217245.8
156;Canada;19812;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19813;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19814;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19821;62388.6;81.8;;234.9;86.09999999999999;786.3;1234.9;27.3;114.9;644.8;248.8;39.2;169.6;386.7;;115.3;3149;124.8;81.8;327.7;383.5;1687.5;42371.7;181.8;428.8;886.5;8.300000000000001;71240.1;35.2;;601.6;88.3;606.7000000000001;1033.8;57.6;79.7;558.7000000000001;894.6;94.3;157.3;564.4;;69;3712.8;129.2;207.6;161.6;191.7;2202.8;46528.9;1005.2;431.7;369.3;16.8;522.5;398.3;388181;214169
156;Canada;19822;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19823;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19824;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19831;69482.3;96.8;;264.2;68;750.1;1407.7;30.2;95.7;712;311.8;52.1;161.3;317.6;;122.1;3934.2;139.8;279.8;370.7;364.3;1569.2;48627.1;219.4;446.9;962.2000000000001;9.199999999999999;76746.6;42.9;;573.7000000000001;72.5;534.9;958.3;41.2;80.5;465.7;781;49.6;116.1;372.4;;54.5;3869.3;99.7;199.7;124.6;210.3;2024.7;53847.5;1294.7;506.9;309.6;164.3;706.3;455.9;421316;211377
156;Canada;19832;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19834;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19841;83520.9;131.8;;379.4;125.7;1035.6;1846.8;35;158.1;946;461.1;51.7;267.4;323.4;;170.3;4851.2;103.6;113.6;492.9;326.7;1967.8;57898.3;283.8;565.8;1142.4;25.9;90295.3;36.7;;543.1;90.8;575.9;977;38.4;76.7;450.3;826.5;49.2;74.8;504.1;;76.2;4393.9;148.7;253;133;190.8;1941.2;66300.10000000001;967.5;609.1;277.9;144.4;977.9;551.1;461986;224485
156;Canada;19842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19843;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19851;86540.1;146.8;;427.1;161;1105.3;2189.1;38.3;173.3;1071.2;501;70.3;294.8;297;;184.9;4922.7;129.1;149.5;549.8;392.9;2656;59464.9;325.5;650.2000000000001;1073.5;9.199999999999999;90781.6;42;;526.1;97.90000000000001;542.1;899.5;30.5;61.8;389.6;679.7000000000001;44.4;82.5;475.3;;62.1;4222.2;140.5;252.1;141.8;241.3;1729.5;68283.3;929.4;489.6;287.3;62.5;1293.8;575;500027;237027.5
156;Canada;19852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19861;91638.9;168.9;;490;200.5;1252.8;2647.7;55.6;194.3;1323.7;552.1;62;347.7;397.1;;184;6037.4;136;132.2;596.9;469.1;2904.3;61223.9;448.4;650.9;933.9;21.1;89709.4;37;;570.5;59.4;717;930.4;46.4;64.40000000000001;503.4;710.5;109.8;97.40000000000001;460;;80.3;4238;110.3;229.9;176.8;250.2;1909.7;67182.89999999999;764.6;565.9;287.7;71;1385.1;679.9;526630;244422
156;Canada;19862;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19863;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19864;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19871;99485;205.6;;514;238.8;1235.1;2932.4;52.8;157.9;1406.1;622.8;73.90000000000001;402.5;465.2;;206.3;6314.2;167.1;214.2;733.5;503;3599.9;65590.8;639.4;705.8;973.9;27.8;98107.8;70.09999999999999;;880.4;77.40000000000001;819.6;1232.9;50.8;108.2;628.4;795.5;127.4;160.9;518.4;;86.5;5334.8;103.3;247.2;199.8;329.9;2284.8;71454.7;1084.2;483.1;397.6;37.6;1529.8;888.6;574336;249982
156;Canada;19872;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19881;121112.7697;252.552283576531;;545.3780411009919;306.440031147374;2553.66305311982;3429.31682973897;61.6315807292548;191.141470020652;1741.61524867116;692.32764329485;106.450892101432;632.985963367979;592.206601889156;;231.797487896537;8270.725747367711;201.070630057216;441.534346751532;833.456857500762;626.8420218708741;4140.03250160815;77495.42894674471;853.8925686427191;1055.45031655212;1179.61352879439;48.7475369875072;116414.44;88.3190574533636;;950.347022378712;143.431221857332;987.153468530995;1505.01540440803;49.4706977689;176.713681145682;835.823543352406;1165.09977316586;136.562006974303;198.698581440228;726.3475640721809;;111.033618850933;7085.38632901107;116.092494159867;397.389037478417;264.082879100789;575.2410874496389;2880.55984020043;81961.97366015511;2112.49808714494;420.683752581508;403.743914412432;49.7038968073941;2030.66115042151;988.2138334969701;626894;264182
156;Canada;19882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19883;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19884;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19891;129094.4986;350.227971762189;;526.079631754165;345.936640882889;1876.56768417571;3441.48199241267;64.64496512503609;156.072889026528;1870.76477171151;763.7807135466891;150.434420287305;525.6996459716071;574.270933776279;;236.157912147467;8872.180265908399;201.482583633049;729.303274938591;872.350734450552;557.101894016709;4242.09066786788;82004.44837027291;1098.33543310412;1049.81803081384;1577.88678129773;37.4783043236509;120674.27;94.84272834127491;;1054.28106898275;118.81671464467;1112.85158257026;1579.69270617051;50.7562693994186;139.343041547308;952.5278190302581;1343.23496083165;130.696865828166;343.185692466867;929.548772161966;;128.049043137973;7429.41546604354;143.83209341282;542.3830404211741;284.536631029216;623.595605261861;2984.07843523674;85304.98638081631;967.1267393492351;446.695711540763;524.741024359687;84.9330302155843;2267.79045460624;1353.72743332935;671579;271466.8
156;Canada;19892;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19893;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19894;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19901;131641.4203;383.248098390864;;518.136744445159;336.620599515759;2294.90861562855;3625.09292230642;67.183647232757;242.81408154957;1840.93205630906;679.7312249576829;162.050780998907;467.649546827795;722.666838079321;;234.081206745088;8972.76630027212;201.468920743074;1547.92680679651;847.6790298043751;610.6695806817941;4562.57590366609;82777.6088791755;1311.8884103619;744.3646804225319;1630.8481069615;;126441.4;133.889729145114;;1009.84547217598;124.832717969926;1095.28176667454;1956.1175907484;84.50349155209955;114.600355887487;977.0508119446745;1263.06967373036;147.3474332802831;308.59112360518;746.2985069822564;;116.959998525851;7135.460327831048;134.953733939901;470.888076428006;275.2607569452732;896.2503208028677;2912.264679840341;95388.20109249721;1319.78105181606;411.041950311055;487.857887024127;;2122.70703434681;1245.31966658135;695501;275468.3
156;Canada;19902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19911;132497.9224;244.421020976904;;423.09181762963;211.0699715421181;2488.10710486106;3530.70220644579;66.05291355529191;338.516801721157;1712.84441142398;569.925309928213;160.161904167653;437.891942526165;640.3460333104894;;222.400075637833;9779.780676270339;185.416853629853;1464.95170094761;754.5835363441164;633.4289145627379;3965.74819642045;82527.64654273105;1771.86164111348;673.9311801357818;2343.5555962211;;126150.67;88.53758082712679;;931.011488157561;74.85188128456106;1181.036456321401;2049.66759389021;60.3933057131804;114.007585396508;883.2539146324923;1440.95717036014;129.365198921785;414.7687858919787;582.4933079497073;;108.1973818590741;6189.608446662691;80.42181211754499;568.4946993284043;197.422846467441;516.199595293893;2600.778439402812;95574.31337757019;1564.619304708029;501.159274429836;385.997247906855;;1870.50609263378;1632.431535517921;701773;266106.5
156;Canada;19912;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19914;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19921;137327.6566;272.7371518418929;;377.346186404099;216.08639202099;2438.47690671665;3186.96760073272;58.75746969964878;363.1358311981028;1587.67272536571;540.4810275362607;168.902188978414;394.85220170359;664.4100542776755;;222.196243470972;9804.991272195935;186.597818099052;1336.51398796063;707.7083955891089;593.7435238939629;3747.41446540897;87223.47774121609;2245.534550348018;648.7670152873296;2427.48678591268;;133440.9;158.173177854379;;864.2289374084747;80.6372357222993;1141.67347306786;1850.96327257176;55.4837585678083;73.02335630025394;976.089404707673;1176.89675741337;132.978962109963;415.962117091126;567.6360653355994;;118.900344387455;6072.870370362661;84.53904624525217;407.2066257666568;178.9423692203509;967.6256439812929;2508.327250986568;103860.049577041;1807.63824435266;505.8745389763688;613.4423045558077;;1826.75494488827;1146.07840362859;718436;268394.8
156;Canada;19922;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19923;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19931;148405.4153;410.589701373744;;452.0067673030911;217.82273458317;1886.64872501636;2981.73838535556;49.11276578180053;371.4108522365902;1679.60302573089;563.9929077710424;153.46378693833;425.1461104133709;903.7859665047889;;200.514334465228;9076.058891193143;216.9467245813681;903.5267583197725;728.9407844146941;568.564279987134;3797.24153587395;96534.78532892135;2626.86377493149;668.2722402743185;2931.416875487479;;140742.23;102.609289581798;;674.0127074154918;67.68834970629851;922.4218745068829;1816.39246414246;65.568289976091;68.48345497630385;697.824312543146;983.5756790861815;71.96302538913417;239.398563603333;581.428874547812;;86.7862661135445;6419.079582432741;88.28228857477161;405.9837920699278;137.84917108532;693.327619387839;2179.63870639569;114447.9596242031;1300.14859979222;575.3072018314854;599.4444920169748;;1873.12346934151;1262.94148975737;747037;273441.3
156;Canada;19932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19941;166671.3348;332.423310193311;;515.172427093593;267.18894017249;2081.816739561309;3527.93924727162;66.4252349682243;386.9189053882328;2129.184747065739;686.3383787104244;144.311485474774;506.435225621299;938.718179582146;;254.595614039434;9048.751874477895;256.059098398208;1225.35449744303;908.7390346708363;616.3462170566352;4008.236880155269;109591.296901874;3101.02836755784;769.533820893394;3438.348617126771;;161260.82;144.2072958822421;;924.0638151735183;83.04320721712419;881.238700861109;1517.84453542089;46.91537968350002;96.29017091852435;870.7988406984042;827.956139563379;64.27094679642511;250.2235203491339;620.2859205802552;;61.06077097760423;6857.08732000687;92.98172121285492;448.0864575666789;131.752774496104;802.4099844018361;2208.171082825839;133111.67558823;1583.89442818512;695.9274216276922;715.3946925180314;;2014.71548634116;1564.31900025089;791972;283885.5
156;Canada;19942;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19943;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19944;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19951;179622.3785;430.1207064952618;;615.3918468957255;364.4026521044298;2454.529414086949;3837.43079841902;53.62383960255507;457.3500135741207;2618.66393227843;776.423961329928;172.434441606709;559.6575273186729;1029.15284231618;;268.169127590073;9648.998241387546;237.865299609861;1856.03502267907;1046.08632136611;722.8119646138841;4367.335226835359;119886.426156159;3722.639077971129;825.1747939830352;4151.492695662479;;190174.51;207.761838557593;;1296.3338996096;146.3581661343991;1283.98937485235;2276.062809132722;73.24131895774235;142.868181693157;1273.71168263032;1130.65114128491;63.13606035922163;426.660131413003;775.8659661786787;;89.0679321054191;8530.933570010082;126.814775372741;531.718820105748;205.501974674018;480.568640209541;2666.924093604558;152895.833621674;2292.80211594997;907.7031998038124;785.5021179745321;;2570.938076240538;1948.13115395662;831621;296576
156;Canada;19952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19954;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19961;187048.6459;509.588640603751;;688.3732038171061;337.569823829569;2754.851906542751;3878.786859660579;54.272486198797;486.9121346438;2206.420297150861;772.1702863323433;142.353866217646;540.7756099687279;1042.27272978964;;295.4023854786518;8430.21396831208;258.71946190917;2239.85159269918;973.046482316188;756.1937697291702;4733.434380477631;126088.383003204;3971.35801864044;899.0981498835349;4708.992080150853;;200139.16;277.2789375044362;;1058.57164010412;132.043749358321;1213.94869595387;2303.93423006875;78.00282552017963;160.413587512226;958.969581552063;1148.06362792444;69.3642768783933;336.613022662161;700.4502425630902;;73.88391680733639;7471.056434880001;148.891786658285;602.0488993442568;172.0307775928319;665.9507228905733;2799.98114021219;164761.42225126;2066.844872505919;961.4825678419729;854.708981970478;;2190.31634615706;1965.14093011565;859834;298509.5
156;Canada;19962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19971;215022.6036;478.691942064617;675.0707433242652;;512.0484772250662;4091.85003812488;4274.03222187659;67.15216044667899;614.4594303290537;2421.39688871436;836.2732530276827;167.410291935658;618.334646269578;931.4123163905189;;331.297510441724;9919.379998975235;291.416112592121;2579.26620319488;1041.41302820267;733.0528104688615;5087.617015176134;145143.252378244;4983.49077754518;1033.82361648986;5465.141350694084;;213021.67;189.825290594918;1003.31301583568;;163.951687964259;1071.70131436568;1923.56095498515;84.59352235576448;253.204360716253;1051.68087833092;1193.09447109196;75.10073594853925;392.540568847944;679.6345086710711;;122.734178004108;7250.378584224341;154.829720704977;485.512409266731;264.51246915886;297.377291377236;2695.32475235165;177317.1820180009;1554.60924756761;1024.96183926097;915.884088356408;;2239.92836108736;2028.8501226546;906926;309658.5
156;Canada;19972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19981;219179.9916;474.224220295233;658.127159408898;;464.648493759185;3600.98398524504;4576.747769961857;59.4313799238128;806.617875621182;2574.266046501191;862.0236165318439;153.031056980467;609.8193449206152;943.9860701313151;;421.2152492945401;10377.7730141447;285.492864405622;1889.7123714252;1015.80961474039;822.6395147922909;4597.42406121218;149053.713309832;5646.138417271811;1011.34574565637;5525.644102792589;;211355.02;142.460968780495;869.8507282661491;;134.43822000092;1073.53282366227;1674.44298665987;98.49931997686061;273.76928985281;991.910208287511;1203.59218864044;79.01680436919891;359.505779120232;561.9197947155791;;103.91005144586;4787.68602168845;112.740839080294;512.479161791417;268.117090039522;520.58790610453;2936.70956693504;182801.797183329;1296.70252800234;854.023657241988;857.8925158162971;;2452.44966241444;1123.3083084682;940548;324449.5
156;Canada;19982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19991;235593.2451;472.9401574026029;692.8712961626558;;438.739713058169;3963.012241214931;5205.623040902811;71.65433858493766;897.5282304542072;2685.72922344966;913.8988320871181;148.311379919618;631.327567146654;892.7275722136715;;457.140729998583;11114.6860677349;274.239313254571;2067.61632222915;1113.79125920725;933.5078920481395;5937.346306384168;157847.269093526;6619.215701663403;997.2089792900497;6889.0672023597;;237337.82;136.1679125508759;1149.8880355468;;130.392046567803;1220.10524183152;1535.802519570691;124.453775232299;271.116692367281;910.8431364763746;1007.49506850505;74.38122100468537;403.719691951789;615.1035863356029;;152.5342716785961;5253.770209567602;124.420031302841;504.287049522892;212.9563908033751;313.08547893521;3042.566777097878;208012.9614528551;1673.26103061624;567.0664595594511;1025.17904534379;;2643.978429840158;1296.81254507678;1007927;338057.3
156;Canada;19992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;19994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;20001;253170.4633;517.89148;697.655427;;454.406735;2974.345799;5364.458218;73.660883;826.384318;2626.055796;903.26779;169.032755;675.925793;1101.808949;;425.045991;11836.08868;370.158525;3110.719465;1281.174816;1052.235726;9249.772333000001;162888.275387;8037.336526;1065.028387;8215.165293;;275130.18;233.337123;1190.864831;;159.987127;1258.820355;2038.209072;103.297632;212.0192;1120.240841;947.884972;68.12820499999999;408.463087;775.32533;;432.902063;5935.522047;124.561961;499.604987;192.289927;343.289022;3832.770739;240597.160109;2442.572202;694.798794;1389.584827;;3684.854806;1474.87598;1106071;356705.8
156;Canada;20002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;20003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;20004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;20011;234772.3651;610.055488;694.344986;;469.929741;3806.238616;5458.152057;71.400746;982.819669;2768.62205;959.663719;184.740476;598.8272480000001;1088.729525;;555.151858;10105.830057;357.775969;2340.1598;1169.319427;972.361464;7868.766429;149553.052579;8699.451687000001;1046.560388;8239.248025999999;;261285.95;195.045121;1075.329444;;164.798509;1356.920841;1853.000078;165.294207;204.185369;1032.127566;1000.494939;68.749506;522.739144;682.4548630000001;;345.074918;5202.846779;137.427576;580.939277;192.27024;214.463155;3206.191102;228978.111289;2649.745939;585.2651990000001;1547.252563;;3160.202151;1245.940409;1144543;367175
156;Canada;20012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;20013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;20014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;20021;235148.7459;654.417825;941.112337;;474.962805;3955.926212;5590.423843;71.537583;1159.911726;2901.557056;990.018887;169.448949;690.223982;1151.88147;;694.03696;10399.255426;374.651471;2652.795847;1254.294391;1036.03472;6570.600551000001;147306.624976;10784.529569;1286.862965;8545.261789;;252213.69;152.389008;994.999251;;169.295808;1237.770408;1792.892577;90.85325400000001;220.552585;911.760906;1085.761777;90.50183199999999;582.550346;708.391175;;251.582872;5148.666925;131.400305;583.117135;174.510805;322.432247;2722.391978;221145.339698;2547.18969;470.071974;1508.291359;;3280.563546;1250.25609;1193694;375653.3
156;Canada;20022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;20023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;20024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;20031;253772.6239;785.734783;880.76079;;703.324239;3757.474494;6555.863028;86.126902;1438.243758;3419.197969;1278.94812;211.636497;899.335782;1216.61186;;816.954971;10389.650626;408.187127;3257.513849;1542.023156;1076.362215;6893.009401;153829.060242;14125.473405;1517.994715;9214.583441999999;;271601.35;172.961644;1117.421426;;243.281649;1525.515036;1929.591068;124.832178;344.380332;1194.985698;1099.115683;77.31112;598.100184;942.880723;;176.491518;5609.777073;256.29617;650.166665;200.327945;342.12373;3812.171424;235247.099634;3214.593483;610.643068;1546.010849;;3885.38845;1312.26941;1254747;385349
156;Canada;20032;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;20033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;20034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;20041;288114.2654;1045.470526;1100.935983;;793.972688;4276.894506;7663.060873;106.2237;1418.413229;3715.020692;1247.200855;244.135046;1024.915995;1442.67819;;814.9602200000001;10867.543222;437.135917;3157.2002;1760.693561;1359.876679;7837.885234;169802.817151;19683.732039;1911.950963;10977.577409;;315868.65;224.525385;1253.863033;;238.370341;1810.211319;2011.268888;224.964557;349.131821;1329.470817;1481.167872;138.613983;934.408421;1182.117421;;214.562859;6524.461029;338.94423;955.224001;285.827109;489.714036;5162.073585;268958.363276;5038.530601;696.6663600000001;2260.72349;;4750.36718;1711.591271;1335731;391684.3
156;Canada;20042;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;20043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Canada;20044;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
